#plate,mjd,fiberid,run2d,specobj_id,ra,dec,sn_median_r,z,zerr,zwarning,class,subclass
'2870','54534','550','26','3231483991555074048',166.0732,28.788628,21.8,-0.000335,1.9e-05,'0','STAR','F5'
'2870','54534','551','26','3231484266432980992',165.94297,28.65361,26.69,0.000154,1.5e-05,'0','STAR','G2'
'2870','54534','552','26','3231484541310887936',165.96451,29.124819,19.86,0.000304,1.8e-05,'0','STAR','G2'
'2870','54534','560','26','3231486740334143488',166.08933,28.72674,9.66,-0.000675,6.5e-05,'0','STAR','A0'
'2870','54534','564','26','3231487839845771264',166.08685,29.327601,13.73,-9.2e-05,3.9e-05,'0','STAR','F5'
'2870','54534','570','26','3231489489113212928',166.05317,29.625134,30.61,-5.3e-05,2.1e-05,'0','STAR','A0'
'2870','54534','572','26','3231490038869026816',166.04844,29.570637,11.09,-0.000516,4e-05,'0','STAR','F5'
'2870','54534','573','26','3231490313746933760',166.09682,29.13578,24.2,0.000487,1.3e-05,'0','STAR','F9'
'3263','54887','38','104','3673821923378307072',164.31212,27.986683,14.32,-0.000225,2.9e-05,'0','STAR','A0'
'3263','54887','550','104','3673962660866662400',164.12289,28.618275,64.45,4.2e-05,8e-06,'0','STAR','K5'
'3263','54887','551','104','3673962935744569344',164.25153,28.069047,45.02,0.000535,1e-05,'0','STAR','F5'
'3263','54887','552','104','3673963210622476288',164.16599,28.506516,64.26,-7.7e-05,8e-06,'0','STAR','K5'
'3263','54887','553','104','3673963485500383232',164.1902,28.000095,37.45,0.000103,9e-06,'0','STAR','F9'
'3263','54887','554','104','3673963760378290176',164.23825,28.226347,44.14,-0.000573,1e-05,'0','STAR','F5'
'3263','54887','556','104','3673964310134104064',164.11209,28.182884,15.97,8e-06,2.8e-05,'0','STAR','F5'
'3263','54887','558','104','3673964859889917952',164.17436,28.372936,7.54,0.000484,1.9e-05,'0','STAR','M1'
'3263','54887','559','104','3673965134767824896',164.14723,28.472261,26.91,0.000779,1.7e-05,'0','STAR','F5'
'3263','54887','560','104','3673965409645731840',164.1662,28.392662,18.56,0.000884,2.3e-05,'0','STAR','F5'
'3263','54887','581','104','3673971182081777664',164.41454,28.510223,6.69,-9.5e-05,2.9e-05,'0','STAR','M0'
'3263','54887','582','104','3673971456959684608',164.24692,28.333818,18.74,0.00065,2.1e-05,'0','STAR','F5'
'3263','54887','583','104','3673971731837591552',164.39096,28.343935,19.96,0.000169,1.8e-05,'0','STAR','F5'
'3263','54887','585','104','3673972281593405440',164.51331,28.179237,27.24,3.6e-05,1.3e-05,'0','STAR','F5'
'3263','54887','586','104','3673972556471312384',164.52083,28.285034,56.48,-0.000166,8e-06,'0','STAR','K3'
'3263','54887','587','104','3673972831349219328',164.16439,28.537397,44.01,-0.000679,1e-05,'0','STAR','G2'
'3263','54887','588','104','3673973106227126272',164.37027,28.610244,35.68,-0.000126,1.7e-05,'0','STAR','A0'
'3263','54887','589','104','3673973381105033216',164.35425,28.637294,49.53,0.000104,8e-06,'0','STAR','K1'
'3263','54887','590','104','3673973655982940160',164.48419,28.036928,18.07,0.000491,1.6e-05,'0','STAR','F5'
'3263','54887','591','104','3673973930860847104',164.59108,27.978605,56.26,0.00021,8e-06,'0','STAR','F9'
'3263','54887','592','104','3673974205738754048',164.52668,28.381795,48.62,-2.7e-05,9e-06,'0','STAR','G2'
'3263','54887','593','104','3673974480616660992',164.53019,28.241833,46.67,7.8e-05,7e-06,'0','STAR','K1'
'3263','54887','594','104','3673974755494567936',164.52457,28.343093,45.64,3.3e-05,1.1e-05,'0','STAR','F5'
'3263','54887','595','104','3673975030372474880',164.3152,28.063318,59.24,-5.1e-05,8e-06,'0','STAR','K7'
'3263','54887','596','104','3673975305250381824',164.34465,28.292145,34.52,0.000768,1.7e-05,'0','STAR','A0'
'3263','54887','597','104','3673975580128288768',164.52719,28.19289,45.52,0.000515,1.4e-05,'0','STAR','F5'
'3263','54887','598','104','3673975855006195712',164.52998,28.024567,34.74,0.000537,1.2e-05,'0','STAR','G2'
'3263','54887','601','104','3673976679639916544',164.14009,28.789755,10.4,2.5e-05,1.6e-05,'0','STAR','M2'
'3263','54887','603','104','3673977229395730432',164.77159,28.46195,63.67,-1.8e-05,7e-06,'0','STAR','K5'
'3263','54887','605','104','3673977779151544320',164.37856,29.000654,15.47,-0.000155,2.4e-05,'0','STAR','F5'
'3263','54887','606','104','3673978054029451264',164.31112,29.057613,37.94,0.000128,1.2e-05,'0','STAR','F5'
'3263','54887','611','104','3673979428418985984',164.47813,28.797834,59.25,0.00063,7e-06,'0','STAR','F5'
'3263','54887','613','104','3673979978174799872',164.14821,29.376122,56.11,-6.4e-05,8e-06,'0','STAR','K5'
'3263','54887','614','104','3673980253052706816',164.14598,29.311815,39.52,0.000136,1.1e-05,'0','STAR','F5'
'3263','54887','616','104','3673980802808520704',164.10516,29.301048,32.47,8.3e-05,1.1e-05,'0','STAR','F9'
'3263','54887','619','104','3673981627442241536',164.11067,28.850803,29.14,-0.000486,1.4e-05,'0','STAR','F5'
'3263','54887','620','104','3673981902320148480',164.40309,29.065521,14.19,0.000357,2.2e-05,'0','STAR','F2'
'3263','54887','621','104','3673982177198055424',164.61494,27.987196,35.33,-0.000128,9e-06,'0','STAR','F9'
'3263','54887','622','104','3673982452075962368',164.29521,29.240417,7.02,0.000106,2.3e-05,'0','STAR','M1'
'3263','54887','623','104','3673982726953869312',164.65311,28.449406,8.87,-9.8e-05,2.9e-05,'0','STAR','M1'
'3263','54887','624','104','3673983001831776256',164.77982,28.039814,27.68,-0.000156,1.6e-05,'0','STAR','F2'
'3263','54887','626','104','3673983551587590144',164.71891,28.111723,41.0,-0.000279,1.2e-05,'0','STAR','F5'
'3263','54887','628','104','3673984101343404032',164.58997,28.628381,43.61,-0.000288,1e-05,'0','STAR','G2'
'3263','54887','629','104','3673984376221310976',164.60423,28.352822,46.94,-0.000144,1.1e-05,'0','STAR','A0'
'3263','54887','630','104','3673984651099217920',164.64969,28.161013,64.02,-0.000262,9e-06,'0','STAR','F9'
'3263','54887','632','104','3673985200855031808',164.7774,28.389242,58.29,5.6e-05,9e-06,'0','STAR','G2'
'3263','54887','635','104','3673986025488752640',164.60379,28.298689,54.56,-1.7e-05,7e-06,'0','STAR','K5'
'3263','54887','638','104','3673986850122473472',164.67783,28.517429,16.05,-0.000473,2.2e-05,'0','STAR','F5'
'3263','54887','640','104','3673987399878287360',164.64032,28.676329,13.99,0.000288,1.6e-05,'0','STAR','F9'
